1	razboj	1	false	2016-01-19 14:39:53.000000	2016-01-19 14:39:53.000000
1	naboj	2	false	2016-01-19 14:39:53.000000	2016-01-19 14:39:53.000000
1	razvoj	3	true	2016-01-19 14:39:53.000000	2016-01-19 14:39:53.000000
1	prevoj	4	false	2016-01-19 14:39:53.000000	2016-01-19 14:39:53.000000
2	osvećen	5	false	2016-01-19 14:40:23.000000	2016-01-19 14:40:23.000000
2	posvećen	6	true	2016-01-19 14:40:23.000000	2016-01-19 14:40:23.000000
2	nasađen	7	false	2016-01-19 14:40:23.000000	2016-01-19 14:40:23.000000
2	prosvećen	8	false	2016-01-19 14:40:23.000000	2016-01-19 14:40:23.000000
3	daljina	9	false	2016-01-19 14:40:43.000000	2016-01-19 14:40:43.000000
3	širina	10	true	2016-01-19 14:40:43.000000	2016-01-19 14:40:43.000000
3	dužina	11	false	2016-01-19 14:40:43.000000	2016-01-19 14:40:43.000000
3	visina	12	false	2016-01-19 14:40:43.000000	2016-01-19 14:40:43.000000
4	saksija	13	false	2016-01-19 14:41:01.000000	2016-01-19 14:41:01.000000
4	medved	15	false	2016-01-19 14:41:01.000000	2016-01-19 14:41:01.000000
28	pat	106	false	2016-01-21 08:45:11.000000	2016-01-21 08:45:11.000000
28	staze	107	true	2016-01-21 08:45:11.000000	2016-01-21 08:45:11.000000
4	pegla	14		2016-01-19 14:41:01.000000	2016-01-19 14:41:01.000000
4	predmet	16	true	2016-01-19 14:41:01.000000	2016-01-19 14:41:01.000000
5	zahteva	17	true	2016-01-19 17:28:24.000000	2016-01-19 17:28:24.000000
5	odbija	18	false	2016-01-19 17:28:24.000000	2016-01-19 17:28:24.000000
5	pruža	19	false	2016-01-19 17:28:24.000000	2016-01-19 17:28:24.000000
6	ljubičasto	20	false	2016-01-19 17:32:16.000000	2016-01-19 17:32:16.000000
6	zahteva	23	false	2016-01-19 17:32:16.000000	2016-01-19 17:32:16.000000
7	visina	24	false	2016-01-19 17:32:47.000000	2016-01-19 17:32:47.000000
7	daljina	25	false	2016-01-19 17:32:47.000000	2016-01-19 17:32:47.000000
7	dužina	26	true	2016-01-19 17:32:47.000000	2016-01-19 17:32:47.000000
7	širina	27	false	2016-01-19 17:32:47.000000	2016-01-19 17:32:47.000000
8	grmljavina	28	true	2016-01-19 18:52:30.000000	2016-01-19 18:52:30.000000
8	vasiona	29	false	2016-01-19 18:52:30.000000	2016-01-19 18:52:30.000000
8	horizont	30	false	2016-01-19 18:52:30.000000	2016-01-19 18:52:30.000000
8	ravnodnevnica	31	false	2016-01-19 18:52:30.000000	2016-01-19 18:52:30.000000
9	venčanice	32	false	2016-01-19 18:53:11.000000	2016-01-19 18:53:11.000000
9	dobavljači	33	true	2016-01-19 18:53:11.000000	2016-01-19 18:53:11.000000
9	prodavci	34	false	2016-01-19 18:53:11.000000	2016-01-19 18:53:11.000000
9	vlasnici	35	false	2016-01-19 18:53:11.000000	2016-01-19 18:53:11.000000
10	zaista	36	false	2016-01-19 18:54:05.000000	2016-01-19 18:54:05.000000
10	sveukupno	37	true	2016-01-19 18:54:05.000000	2016-01-19 18:54:05.000000
10	nikako	38	false	2016-01-19 18:54:05.000000	2016-01-19 18:54:05.000000
10	zajedno	39	false	2016-01-19 18:54:05.000000	2016-01-19 18:54:05.000000
11	nikako	40	false	2016-01-19 18:54:34.000000	2016-01-19 18:54:34.000000
11	možda	41	false	2016-01-19 18:54:34.000000	2016-01-19 18:54:34.000000
11	na delu	42	false	2016-01-19 18:54:34.000000	2016-01-19 18:54:34.000000
11	zaista	43	true	2016-01-19 18:54:34.000000	2016-01-19 18:54:34.000000
12	voćan	44	false	2016-01-20 19:38:09.000000	2016-01-20 19:38:09.000000
12	moćan	45	true	2016-01-20 19:38:09.000000	2016-01-20 19:38:09.000000
12	trošan	46	false	2016-01-20 19:38:09.000000	2016-01-20 19:38:09.000000
13	voljeno	47	false	2016-01-20 19:40:24.000000	2016-01-20 19:40:24.000000
13	moljeno	48	false	2016-01-20 19:40:24.000000	2016-01-20 19:40:24.000000
13	željeno	49	true	2016-01-20 19:40:24.000000	2016-01-20 19:40:24.000000
13	soljeno	50	false	2016-01-20 19:40:24.000000	2016-01-20 19:40:24.000000
14	pospešiti	51	true	2016-01-20 19:41:02.000000	2016-01-20 19:41:02.000000
14	dotaći	52	false	2016-01-20 19:41:02.000000	2016-01-20 19:41:02.000000
14	pomoći	53	false	2016-01-20 19:41:02.000000	2016-01-20 19:41:02.000000
14	pomaziti	54	false	2016-01-20 19:41:02.000000	2016-01-20 19:41:02.000000
15	muški	55	false	2016-01-20 19:41:49.000000	2016-01-20 19:41:49.000000
15	dečji	56	false	2016-01-20 19:41:49.000000	2016-01-20 19:41:49.000000
15	ženski	57	true	2016-01-20 19:41:49.000000	2016-01-20 19:41:49.000000
15	stariji	58	false	2016-01-20 19:41:49.000000	2016-01-20 19:41:49.000000
16	ženski	59	false	2016-01-20 19:42:24.000000	2016-01-20 19:42:24.000000
16	muški	60	true	2016-01-20 19:42:24.000000	2016-01-20 19:42:24.000000
16	stariji	61	false	2016-01-20 19:42:24.000000	2016-01-20 19:42:24.000000
16	dečji	62	false	2016-01-20 19:42:24.000000	2016-01-20 19:42:24.000000
17	kucanje	63	false	2016-01-20 19:42:53.000000	2016-01-20 19:42:53.000000
17	varenje	64	true	2016-01-20 19:42:53.000000	2016-01-20 19:42:53.000000
17	disanje	65	false	2016-01-20 19:42:53.000000	2016-01-20 19:42:53.000000
17	staranje	66	false	2016-01-20 19:42:53.000000	2016-01-20 19:42:53.000000
18	nejednak	67	false	2016-01-20 19:43:17.000000	2016-01-20 19:43:17.000000
18	poseban	68	false	2016-01-20 19:43:17.000000	2016-01-20 19:43:17.000000
18	jednak	69	true	2016-01-20 19:43:17.000000	2016-01-20 19:43:17.000000
18	različit	70	false	2016-01-20 19:43:17.000000	2016-01-20 19:43:17.000000
19	kockast	71	false	2016-01-20 19:44:00.000000	2016-01-20 19:44:00.000000
19	okrugao	72	true	2016-01-20 19:44:00.000000	2016-01-20 19:44:00.000000
19	trouglast	73	false	2016-01-20 19:44:00.000000	2016-01-20 19:44:00.000000
20	vradžbina	74	false	2016-01-20 19:44:38.000000	2016-01-20 19:44:38.000000
20	papagaj	75	false	2016-01-20 19:44:38.000000	2016-01-20 19:44:38.000000
20	leptir	76	false	2016-01-20 19:44:38.000000	2016-01-20 19:44:38.000000
20	izvor	77	true	2016-01-20 19:44:38.000000	2016-01-20 19:44:38.000000
21	neodlučan	78	true	2016-01-20 19:51:41.000000	2016-01-20 19:51:41.000000
21	odlučan	79	false	2016-01-20 19:51:41.000000	2016-01-20 19:51:41.000000
21	jasan	80	false	2016-01-20 19:51:41.000000	2016-01-20 19:51:41.000000
21	nejasan	81	false	2016-01-20 19:51:41.000000	2016-01-20 19:51:41.000000
22	ocena	82	false	2016-01-20 19:59:34.000000	2016-01-20 19:59:34.000000
22	cena	83	false	2016-01-20 19:59:34.000000	2016-01-20 19:59:34.000000
22	procena	84	true	2016-01-20 19:59:34.000000	2016-01-20 19:59:34.000000
22	ucena	85	false	2016-01-20 19:59:34.000000	2016-01-20 19:59:34.000000
23	rizik	86	false	2016-01-20 20:01:42.000000	2016-01-20 20:01:42.000000
23	razno	87	true	2016-01-20 20:01:42.000000	2016-01-20 20:01:42.000000
23	rezedo	88	false	2016-01-20 20:01:42.000000	2016-01-20 20:01:42.000000
23	ružno	89	false	2016-01-20 20:01:42.000000	2016-01-20 20:01:42.000000
24	ceo	90	false	2016-01-20 20:04:12.000000	2016-01-20 20:04:12.000000
24	delimičan	91	true	2016-01-20 20:04:12.000000	2016-01-20 20:04:12.000000
24	zabavan	92	false	2016-01-20 20:04:12.000000	2016-01-20 20:04:12.000000
24	partijski	93	false	2016-01-20 20:04:12.000000	2016-01-20 20:04:12.000000
25	podeliti	94	false	2016-01-20 20:06:16.000000	2016-01-20 20:06:16.000000
25	deliti	95	false	2016-01-20 20:06:16.000000	2016-01-20 20:06:16.000000
25	dodeliti	96	true	2016-01-20 20:06:16.000000	2016-01-20 20:06:16.000000
25	oduzeti	97	false	2016-01-20 20:06:16.000000	2016-01-20 20:06:16.000000
26	veštački	98	true	2016-01-20 20:08:49.000000	2016-01-20 20:08:49.000000
26	umetnički	99	false	2016-01-20 20:08:49.000000	2016-01-20 20:08:49.000000
26	prirodan	100	false	2016-01-20 20:08:49.000000	2016-01-20 20:08:49.000000
26	prost	101	false	2016-01-20 20:08:49.000000	2016-01-20 20:08:49.000000
6	pruža	21	false	2016-01-19 17:32:16.000000	2016-01-19 17:32:16.000000
27	nakon	102	true	2016-01-20 21:17:06.000000	2016-01-20 21:17:06.000000
27	ipak	103	false	2016-01-20 21:17:06.000000	2016-01-20 21:17:06.000000
27	svega	104	false	2016-01-20 21:17:06.000000	2016-01-20 21:17:06.000000
27	kasnije	105	false	2016-01-20 21:17:06.000000	2016-01-20 21:17:06.000000
28	patnje	108	false	2016-01-21 08:45:11.000000	2016-01-21 08:45:11.000000
28	pati	109	false	2016-01-21 08:45:11.000000	2016-01-21 08:45:11.000000
29	napuniti	110	true	2016-01-21 08:51:58.000000	2016-01-21 08:51:58.000000
29	nadglasati	111	false	2016-01-21 08:51:58.000000	2016-01-21 08:51:58.000000
29	dosađivati	112	false	2016-01-21 08:51:58.000000	2016-01-21 08:51:58.000000
29	ležati	113	false	2016-01-21 08:51:58.000000	2016-01-21 08:51:58.000000
30	trud	114	true	2016-01-21 09:41:35.000000	2016-01-21 09:41:35.000000
30	bleja	115	false	2016-01-21 09:41:35.000000	2016-01-21 09:41:35.000000
30	groznica	116	false	2016-01-21 09:41:35.000000	2016-01-21 09:41:35.000000
30	trvrđava	117	false	2016-01-21 09:41:35.000000	2016-01-21 09:41:35.000000
32	dokaz	118	false	2016-01-21 09:44:55.000000	2016-01-21 09:44:55.000000
32	odbijen	119	true	2016-01-21 09:44:55.000000	2016-01-21 09:44:55.000000
